,Gene A,Gene B,Correlation
13411,CDK12,TAF9B,0.30967112953452597
5817,SGF29,TADA1,0.30948707326229036
8044,SUPT20H,SMARCA1,0.3094280914833109
4757,BRM,POLR2F,0.30918077761237134
22312,MED26,ATXN7L3,0.3088534263580605
7732,CCNC,ATXN7L3,0.30861169454666815
867,TAF10,MED23,0.3084447884426826
7908,MED25,RBBP5,0.30840194900371454
3763,WDR5,MED29,0.30837683312082637
13676,ENY2,KAT2B,0.3077509141827217
10700,CDK19,EP400,0.30765419684657375
2048,NCOA1,RUVBL1,0.30758794942912737
2116,NCOA1,SS18,0.3072089380259017
739,TAF10,GTF2H1,0.30707808347692817
9661,SMARCA4,ELL,0.3067497010160325
6434,MED18,MED21,0.3066213922942617
6758,MED19,NCOA3,0.30653099138466966
9176,INO80B,KAT2B,0.3065142495743414
11455,SMARCD3,INTS2,0.30650824331084703
10716,CDK19,MED28,0.30581817988400234
2007,NCOA1,SMARCD2,0.30561391172233476
6419,MED18,MLLT1,0.30540920296070556
16016,BAF45C,KAT2B,0.30536593765271297
14880,BAF45B,CREST,0.3050027624725312
838,TAF10,POLR2B,0.30477268763523796
7874,MED25,MED21,0.304525024347
24292,MED21,ATXN7L3,0.30451049038081357
30776,GTF2F1,KAT2B,0.30441629487146893
5877,SGF29,DPY30,0.3043722131828893
6473,MED18,SMARCC2,0.3042895486621171
15652,MED30,ATXN7L3,0.3039741886176111
11511,SMARCD3,MAZ,0.3035220616694435
16555,TAF9B,MED16,0.30313576483452714
7859,MED25,MLLT1,0.3031026299596974
19009,BCL7A,POLR2D,0.3027486116422311
15832,KAT6B,ATXN7L3,0.3022948438489697
880,TAF10,CDK9,0.30199154025273983
6766,MED19,ACTB,0.30159347422087834
18285,BAF250B,BCL7A,0.3015745141081322
6742,MED19,BAF45B,0.3015193016409581
9646,SMARCA4,ACTB,0.3014923412644389
24985,MNAT1,MED11,0.301089786493881
3479,GTF2H1,CDK19,0.30092962136481455
16723,KAT8,MED29,0.30028260094018605
7794,MED25,BPTF,0.3002107857478234
4663,MED8,MED29,0.3000860559354814
9982,ERCC2,BAF45B,0.299941477885759
19191,ACTB,LEO1,0.29958798449294216
10766,CDK19,GTF2F2,0.29915896647094514
19029,BCL7A,BRD9,0.29824839259517316
16860,BCL7C,CREST,0.2980045960731924
9277,GTF2A1,MED12L,0.29750678375234885
7827,MED25,KAT6B,0.29737476727482764
10708,CDK19,BAF45C,0.29729485014423906
10564,CREBBP,SMARCA1,0.2970705421649822
4312,SSRP1,ATXN7L3,0.2970195073210599
16557,TAF9B,SF3B5,0.2969942639094468
163,POLR2J,MED29,0.29657261031487564
2512,SF3B3,ATXN7L3,0.2961880989353567
15656,MED30,KAT2B,0.2960816982503
780,TAF10,RUVBL2,0.29604564299828035
863,TAF10,AFF4,0.29553056737088057
837,TAF10,DPY30,0.2951653454124763
21565,MLLT1,MED11,0.29504612985127077
25012,MNAT1,ATXN7L3,0.29464963327492555
15029,BCL11B,BAF53B,0.2945272806689242
13489,CDK12,POLR2K,0.29444028196590355
2078,NCOA1,NCOA3,0.29395896895669166
19014,BCL7A,TRRAP,0.2939018364687574
3871,ATXN7,TAF9B,0.2932327218330742
5524,DOT1L,SMARCA1,0.29313558327059336
423,SMARCB1,SMARCD3,0.2930771793609623
14576,EP400,KAT2B,0.2927734791644849
14843,BAF45B,BCL11B,0.2924447565171607
14877,BAF45B,DPY30,0.292324014148304
7500,SMARCE1,CREST,0.2923184794759756
11496,SMARCD3,MED24,0.2922051068582732
16506,TAF9B,BAF53A,0.291858446339009
19010,BCL7A,CDK8,0.2917687143153436
17989,KMT2D,POLR2K,0.29161485669996445
1503,SUPT4H1,SMARCD3,0.2914745502437036
637,KAT2A,MED12L,0.2914124935300754
2743,NCOA6,MED25,0.290850019641719
2692,SUPT6H,ATXN7L3,0.2907740506839811
120,POLR2J,CREST,0.2906762339338575
10905,RUVBL2,BCL7A,0.2905887732085306
28243,MED24,MED29,0.2905341520414925
5743,INTS7,MED29,0.29043616966274555
6163,TAF6L,MED25,0.28991449243846973
23749,TAF12,POLR2K,0.2898407586007972
1560,SUPT4H1,CREST,0.2897069881533049
887,TAF10,MED4,0.28965943494445373
14879,BAF45B,MLLT1,0.28939068861219275
2129,NCOA1,GTF2E2,0.28912720123803975
304,TADA3,SMARCA1,0.28902659839654987
7799,MED25,CDK19,0.2887390022809417
30956,MAZ,KAT2B,0.2874966821126754
10772,CDK19,NELFCD,0.2871398123166278
10612,CREBBP,ATXN7L3,0.28685998555009357
536,SMARCB1,KAT2B,0.286646839817768
2022,NCOA1,CCNC,0.28644251965962075
789,TAF10,SUPT3H,0.28643633628351756
13975,POLR2F,INTS2,0.2861975365052747
17224,MED1,SMARCA1,0.2859392400060915
42,POLR2J,CCNC,0.28589768521642717
17628,MED12L,RBBP5,0.2858933402587436
20336,CCNH,KAT2B,0.28584684426856377
7854,MED25,TRRAP,0.2848217663261725
4080,BCL7B,CREST,0.2846119647152488
5851,SGF29,TAF9B,0.28458271950038627
11452,SMARCD3,CCNH,0.2841347250880124
21544,MLLT1,SMARCA1,0.28399800972462175
10349,TADA1,BAF53B,0.28379919646065854
2223,PAF1,SMARCD3,0.28375529247061876
11508,SMARCD3,RBBP5,0.2835115517813754
11441,SMARCD3,BAF250B,0.28311222652709933
19052,BCL7A,NELFCD,0.2831011489529907
646,KAT2A,ACTB,0.283031742179398
23032,UBE2A,ATXN7L3,0.2827657616636681
16513,TAF9B,KMT2B,0.28262457122828527
15949,BAF45C,POLR2D,0.28251298544163617
849,TAF10,BRD9,0.2824444067471496
16291,CCNK,TAF9B,0.2824001468275736
749,TAF10,POLR2C,0.28211135822453653
7189,INTS8,POLR2K,0.28208434625452167
3299,KAT5,CDK19,0.2815181421184318
11154,SMARCC1,USP22,0.28137275714056925
4984,SMARCD2,SMARCA1,0.2812388293693263
10787,CDK19,MED4,0.2809262084966123
11332,SETD1A,ATXN7L3,0.28079477005491893
11500,SMARCD3,CDK9,0.28079082357305457
9059,INO80B,CDK19,0.28073642157000234
29332,EPC1,ATXN7L3,0.28050085495971466
10707,CDK19,KAT6B,0.2802651667664345
19963,CDK8,MED29,0.2802577533063908
11420,SMARCD3,EP400,0.2799755993111531
13973,POLR2F,BAF45A,0.27977614673746853
1063,INTS1,MED29,0.27955803924872774
14930,BAF45B,GTF2F1,0.27911481338980393
28256,MED24,KAT2B,0.27852197879478774
19068,BCL7A,RBBP5,0.2777020096210781
17620,MED12L,CDK9,0.27762763038871735
5752,INTS7,ATXN7L3,0.2772598147179966
7665,CCNC,BCL7A,0.27722994666279066
6723,MED19,SMARCD3,0.2767736574075929
12497,SUPT3H,POLR2F,0.276715646143919
2943,MED31,SMARCD3,0.2766186005083016
13051,CHD1,TAF9B,0.27637299689215594
7869,MED25,BRD9,0.2761860925064242
16665,KAT8,BCL7A,0.2761471312902225
1663,NELFA,MED25,0.2759772135297776
9978,ERCC2,TADA2B,0.2758268824419609
19189,ACTB,POLR2D,0.2757983036969082
19252,ACTB,ATXN7L3,0.2755408551535241
13979,POLR2F,MLLT1,0.2753376134710479
7723,CCNC,MED29,0.27511791299331306
963,INTS1,SMARCD3,0.27466684165969024
1185,INTS10,BCL7A,0.2745561585167538
14134,TADA2B,MED10,0.2740679507473766
19022,BCL7A,MED27,0.2740519209299873
28792,EP300,ATXN7L3,0.27380092305276643
738,TAF10,KAT5,0.2735530836814353
14854,BAF45B,MED10,0.27339730676387514
599,KAT2A,CDK19,0.27326771053165994
22309,MED26,POLR2K,0.27277656566442704
10732,CDK19,CCNH,0.27277393012955536
239,TADA3,CDK19,0.27139768545064985
5999,DMAP1,CDK19,0.27130296355842953
16189,BAF53B,POLR2K,0.2711769549913009
762,TAF10,CCNC,0.2710577492305921
3904,ATXN7,SMARCA1,0.2709985577590189
21918,ELL,MNAT1,0.2707288471089094
19432,MED13L,ATXN7L3,0.2707208441380934
766,TAF10,SETD1B,0.2706913290163194
3012,MED31,AFF1,0.2701576656925259
17272,MED1,ATXN7L3,0.2699722336594589
10686,CDK19,MED7,0.26977636979214137
12517,SUPT3H,MED12L,0.26965271968760884
21757,CREST,MED15,0.2696293069779105
842,TAF10,MED27,0.26961539011283137
7791,MED25,GTF2A1,0.26941095943789806
16657,KAT8,MED12L,0.2680298890334134
603,KAT2A,SMARCD3,0.26772341525247223
16003,BAF45C,MED29,0.26704584250926494
795,TAF10,ENY2,0.2669850057173325
31497,USP22,SF3B5,0.2662872167360142
9998,ERCC2,NCOA3,0.26585153000943934
15292,POLR2H,ATXN7L3,0.26574739664753433
1357,WDR82,MED12L,0.2656464236942465
19060,BCL7A,CDK9,0.2651334040623453
8983,CCNT2,MED29,0.2649292793870179
7840,MED25,KMT2A,0.2649047217107678
19972,CDK8,ATXN7L3,0.2645723041943006
356,TADA3,KAT2B,0.2644180157544824
20112,LEO1,AFF1,0.26438350876683625
10747,CDK19,UBE2A,0.26417017632925144
6792,MED19,AFF1,0.26372795183660636
7918,MED25,NELFB,0.26349450063660096
10748,CDK19,MED6,0.2634703459438435
10386,TADA1,BAF53A,0.26319612909104734
28616,POLR2E,KAT2B,0.2631795727556392
21926,ELL,GTF2F2,0.2631222759985239
19013,BCL7A,BAF45A,0.26242693743860995
778,TAF10,CREBBP,0.2623916152451168
726,TAF10,INTS10,0.2623381878289104
19066,BCL7A,ASH2L,0.2621121413484227
860,TAF10,CXXC1,0.2621004859681094
7603,CCNC,MED25,0.26190527768384075
16916,BCL7C,KAT2B,0.26135486182644335
5396,POLR2C,KAT2B,0.26115134387507427
2069,NCOA1,BAF53B,0.26080974123887923
575,KAT2A,MED18,0.2603971109921867
8925,CCNT2,BCL7A,0.26013035574391186
8519,MED22,CDK19,0.2600187966018394
17041,MED10,ELL,0.26001220940003844
10680,CDK19,RUVBL2,0.26001023232043263
22477,SMARCA1,MED15,0.2593583450475062
27343,CDK13,MED29,0.25924029947196997
12056,MED7,KAT2B,0.25923916998647517
10712,CDK19,KAT8,0.25915298570499135
17992,KMT2D,ATXN7L3,0.2589726105523227
6003,DMAP1,SMARCD3,0.25874520004600526
5325,POLR2C,BCL7A,0.25775984995853984
2104,NCOA1,SMARCA1,0.25769111311900417
10706,CDK19,MED30,0.25743631098369196
7890,MED25,VPS72,0.2569545820800627
19053,BCL7A,SUPT16H,0.25643501563825094
9817,BPTF,MED12L,0.2564005100723543
13084,CHD1,SMARCA1,0.2562437147239014
14038,POLR2F,NELFB,0.2561057263014832
22453,SMARCA1,KMT2B,0.25596644785821354
16111,BAF53B,TAF9B,0.2557563973870449
1616,SUPT4H1,KAT2B,0.2553286563490106
15463,BCL11A,MED29,0.25517954904063583
2088,NCOA1,ELOA,0.2549739479996872
3001,MED31,ELL,0.25442880054383726
18343,BAF250B,MED29,0.2544035776998148
13943,POLR2F,BCL11B,0.25410107905560714
6225,TAF6L,BCL7A,0.25378418685498944
4065,BCL7B,BCL7A,0.2532371763710171
26089,KAT6A,POLR2K,0.25226962549552767
14700,INTS9,CREST,0.2520328061546208
1076,INTS1,KAT2B,0.2519667758102844
18536,SMARCA5,KAT2B,0.25161998857845835
752,TAF10,SGF29,0.2515439743174574
798,TAF10,TADA2B,0.25139670726501306
14030,POLR2F,GTF2F1,0.25113579298319494
11469,SMARCD3,BRD9,0.2510948591939506
17575,MED12L,INTS2,0.25100914802086494
8636,MED22,KAT2B,0.2507116101068162
11507,SMARCD3,MED4,0.2503782123367127
17814,NCOA3,USP22,0.2502310041313138
30595,POLR2K,MED16,0.2501148301491982
9963,ERCC2,SMARCD3,0.25008776761735074
27716,SUPT16H,KAT2B,0.2489434385734159
7834,MED25,MED10,0.24871833201300048
11876,BAF60A,KAT2B,0.24837270954942872
9097,INO80B,MED12L,0.24834620708630695
22451,SMARCA1,TAF12,0.2481968965180525
1897,ERCC3,MED12L,0.2481082949669966
11442,SMARCD3,SMARCA5,0.248047380033657
7263,NELFE,SMARCD3,0.2478268090738913
1139,INTS10,CDK19,0.24693083105819325
10754,CDK19,MED21,0.24598495743021992
11696,SMARCAD1,KAT2B,0.24567413886642983
23930,AFF1,GTF2F1,0.24379186145371898
11486,SMARCD3,GTF2F2,0.2435809410487208
10705,CDK19,BCL11A,0.24322080396998438
2985,MED31,BCL7A,0.24315263620117875
7853,MED25,BAF45A,0.2430415485363237
5137,WDR61,MED12L,0.24233346553559165
28072,INTS4,ATXN7L3,0.2421555423796186
15978,BAF45C,MNAT1,0.24215435442410937
23216,MED6,KAT2B,0.24182436038641264
7825,MED25,BCL11A,0.24165483229558418
829,TAF10,POLR2D,0.24148975213058949
8816,INTS12,KAT2B,0.2413330026788037
803,TAF10,BCL11B,0.24097428649757865
8163,ARID4B,SMARCD3,0.2409516309987125
17601,MED12L,SUPT7L,0.24070197213849887
12412,RUVBL1,ATXN7L3,0.24047181517805435
20461,BAF45A,ELL,0.24040522025951944
11436,SMARCD3,MED28,0.2400412622996813
7320,NELFE,CREST,0.23971392928318885
753,TAF10,DMAP1,0.2385053046513945
873,TAF10,SUPT16H,0.238504575127935
7259,NELFE,CDK19,0.23850149166214116
43,POLR2J,MED25,0.23833424996844868
4444,H2AZ,SMARCA1,0.2379473398061363
22264,MED26,SMARCA1,0.23779651015930164
26096,KAT6A,KAT2B,0.23739283047659285
14898,BAF45B,MNAT1,0.23721892832323577
10348,TADA1,BAF45C,0.23716413954007223
25903,AFF4,MED29,0.23661307832336362
12956,TAF5L,KAT2B,0.23635503215306733
7900,MED25,CDK9,0.23622308421251523
13998,POLR2F,MNAT1,0.23598721746508433
8205,ARID4B,BCL7A,0.23588062556830827
7376,NELFE,KAT2B,0.23545745049384054
21746,CREST,GTF2F2,0.2353408055901681
4003,BCL7B,MED25,0.2352522074581041
2962,MED31,BAF45B,0.23521611194707231
364,SMARCB1,TAF10,0.2348796920184688
874,TAF10,SUPT5H,0.23473815716969318
782,TAF10,SETD1A,0.23462687135060123
10006,ERCC2,ACTB,0.23459303508413568
10021,ERCC2,ELL,0.23439129641085735
27536,NELFCD,KAT2B,0.2343856188130674
2157,NCOA1,SF3B5,0.23334794636396042
24112,KMT2B,ATXN7L3,0.2331927129632579
16478,TAF9B,NCOA3,0.23307342906812828
13960,POLR2F,KMT2A,0.23290584317762303
17764,NCOA3,SMARCA1,0.23272797894043393
617,KAT2A,POLR2F,0.23260406920855195
6652,MED12,ATXN7L3,0.23218852073322532
11519,SMARCD3,POLR2G,0.23160151275126303
7850,MED25,CDK8,0.2315411927417891
7815,MED25,ENY2,0.23073977253195224
9797,BPTF,POLR2F,0.23044626042018643
24643,SS18,MED29,0.2303014218145957
884,TAF10,ARID4A,0.2302128942949942
24476,MED14,KAT2B,0.23000969500453308
5884,SGF29,SMARCA1,0.22986455700879962
277,TADA3,MED12L,0.2298507766552518
800,TAF10,EP400,0.2296605371495056
2958,MED31,TADA2B,0.22952711142923202
9262,GTF2A1,BAF45B,0.22930724536718392
11493,SMARCD3,SUPT16H,0.22929819317499034
7886,MED25,GTF2F2,0.22897508214257228
11464,SMARCD3,SMARCA1,0.2287690493419936
16190,BAF53B,GTF2F1,0.22869089957007213
11415,SMARCD3,ENY2,0.22836387285996176
10391,TADA1,TAF12,0.22802999855057884
21546,MLLT1,BAF53A,0.22781368905660826
14160,TADA2B,CREST,0.2275008351016892
10405,TADA1,MED11,0.22622721738464116
10695,CDK19,ENY2,0.2260652083188845
11467,SMARCD3,UBE2A,0.2259683245800714
21954,ELL,USP22,0.22587354427853626
7003,MED17,MED29,0.22545063922185757
13129,CHD1,POLR2K,0.22541774535102121
4951,SMARCD2,TAF9B,0.22528724396416513
16903,BCL7C,MED29,0.22521585604167413
17560,MED12L,KMT2A,0.22490140687584828
15643,MED30,MED29,0.22438500791732696
8996,CCNT2,KAT2B,0.22357596543463643
769,TAF10,CCNT2,0.22349411106154554
4715,BRM,MED18,0.22341818613264125
8523,MED22,SMARCD3,0.2234165181140132
10690,CDK19,HUWE1,0.2234104202039904
729,TAF10,NELFA,0.22336446192762724
11265,SETD1A,BCL7A,0.22290563670882563
26452,GTF2F2,ATXN7L3,0.22253826263860874
9257,GTF2A1,POLR2F,0.22233471432791801
12360,RUVBL1,CREST,0.22219382739444504
14910,BAF45B,VPS72,0.22202975044136716
16684,KAT8,SMARCA1,0.2219578160319908
6738,MED19,TADA2B,0.22167683656430648
1337,WDR82,POLR2F,0.22141098595238912
898,TAF10,NELFB,0.2212881934797786
12232,TRIM28,ATXN7L3,0.22127693402730222
6781,MED19,ELL,0.22119260450989242
88,POLR2J,BAF45C,0.22061830306382976
10323,TADA1,SMARCD3,0.21965579089832515
7809,MED25,SUPT3H,0.21956802384190874
26623,MED23,MED29,0.21927863478554496
24109,KMT2B,POLR2K,0.21905659038769604
7802,MED25,SETD1A,0.2190134486845632
2125,NCOA1,MED11,0.21898805734680693
16512,TAF9B,AFF1,0.21865934538789872
1683,NELFA,SMARCD3,0.21838081328241124
21552,MLLT1,AFF1,0.218181896494267
791,TAF10,TAF5L,0.2180359485330472
3949,ATXN7,POLR2K,0.21743227861987655
11502,SMARCD3,EPC1,0.21721217802593132
725,TAF10,INTS1,0.21717440273856034
784,TAF10,SMARCAD1,0.21697686554862983
11454,SMARCD3,TRRAP,0.21689220255652616
172,POLR2J,ATXN7L3,0.2167346649686015
5572,DOT1L,ATXN7L3,0.21643283840098448
10350,TADA1,CCNK,0.21604639659388214
22465,SMARCA1,MED11,0.21516381665167195
19436,MED13L,KAT2B,0.21514673053907366
27356,CDK13,KAT2B,0.215049520486732
25912,AFF4,ATXN7L3,0.2148579412556213
14875,BAF45B,INTS2,0.21476241359208492
11406,SMARCD3,MED7,0.21473225591819825
17639,MED12L,POLR2G,0.21463167811254869
943,INTS1,MED25,0.21425274467318742
861,TAF10,SUPT7L,0.21404526809481844
3525,GTF2H1,BCL7A,0.21310585411217234
9629,SMARCA4,BAF53B,0.21308799756561767
882,TAF10,EPC1,0.2127121845195567
7893,MED25,SUPT16H,0.21220021789344035
9672,SMARCA4,AFF1,0.2119161770350622
6438,MED18,MNAT1,0.2113306423130579
6116,DMAP1,KAT2B,0.2111819485938051
20512,BAF45A,ATXN7L3,0.21075691236885719
5815,SGF29,ERCC2,0.21049913302704473
15119,BCL11B,POLR2G,0.20914287671112972
17638,MED12L,NELFB,0.20875441825090746
10358,TADA1,NCOA3,0.20755670261975795
4559,MED8,CDK19,0.2071092831912219
10730,CDK19,CDK8,0.20703688114682228
7790,MED25,INO80B,0.2064705416974125
7841,MED25,BAF250B,0.20645411091882074
13605,ENY2,BCL7A,0.20627390767023437
7907,MED25,MED4,0.2062529158730976
5797,SGF29,MED19,0.20571495845263973
821,TAF10,BAF250B,0.20566028662922659
857,TAF10,MLLT10,0.20552805299063606
11460,SMARCD3,CREST,0.20551487049447362
10771,CDK19,CDK13,0.2054509127155504
10976,RUVBL2,KAT2B,0.20518419127063253
5569,DOT1L,POLR2K,0.2050629094987596
7832,MED25,KAT8,0.2047192283216433
10863,RUVBL2,SMARCD3,0.2046367301532506
827,TAF10,MED13L,0.20421680498131292
14933,BAF45B,SMARCC2,0.20410232752508625
17598,MED12L,MNAT1,0.2036239134755237
5279,POLR2C,CDK19,0.20353585090138418
19796,POLR2D,KAT2B,0.20290878409522092
10338,TADA1,TADA2B,0.20288563306270424
7911,MED25,MAZ,0.20276333358171703
16912,BCL7C,ATXN7L3,0.20276301268709482
13984,POLR2F,SMARCA1,0.20236772663387018
16324,CCNK,SMARCA1,0.20215617400678929
22495,SMARCA1,MED16,0.20157841305492044
21412,POLR2B,ATXN7L3,0.20152292271195546
25363,CXXC1,MED29,0.2011209128995592
13852,INTS5,ATXN7L3,0.20096038674767408
5639,INTS7,CDK19,0.20094668255966316
7906,MED25,ASH2L,0.2007142530348726
6743,MED19,BCL11B,0.20047980877629676
23752,TAF12,ATXN7L3,0.2000219577828484
15955,BAF45C,INTS2,0.20001511026813437
8879,CCNT2,CDK19,0.19953224498891212
7789,MED25,CCNT2,0.1994152999578188
17631,MED12L,MAZ,0.19906073531299132
17612,MED12L,NELFCD,0.19800502110229853
10616,CREBBP,KAT2B,0.19751377855076568
6357,MED18,TADA1,0.1971858695013083
7016,MED17,KAT2B,0.19713821945443294
19064,BCL7A,ARID4A,0.19705765345497323
21721,CREST,ELL,0.19663789584385988
23023,UBE2A,MED29,0.19660319976555798
11100,SMARCC1,CREST,0.19659297179531313
5491,DOT1L,TAF9B,0.1962289320295188
10713,CDK19,BCL7C,0.19600591818057667
6413,MED18,BAF45A,0.19594659097702413
17626,MED12L,ASH2L,0.19589992156908587
24472,MED14,ATXN7L3,0.19563187085657346
2112,NCOA1,AFF1,0.19556539565766753
6737,MED19,POLR2F,0.19531827542800909
4496,H2AZ,KAT2B,0.19525456125824886
831,TAF10,LEO1,0.19487442246539405
14938,BAF45B,NELFB,0.19451871783565372
833,TAF10,BAF45A,0.19408231348748936
21727,CREST,UBE2A,0.19331097603462633
14014,POLR2F,SUPT5H,0.19317744336221018
11323,SETD1A,MED29,0.193161081729489
13217,BAF45D,POLR2F,0.19308126404328801
793,TAF10,BAF45D,0.19303627531323214
10764,CDK19,KAT6A,0.19299830635511303
3463,GTF2H1,MED25,0.19278098404785948
15283,POLR2H,MED29,0.1920078686638051
10032,ERCC2,AFF1,0.1918196765541043
19067,BCL7A,MED4,0.1917877201697121
13982,POLR2F,MED27,0.19158493895915107
10721,CDK19,BAF250B,0.19141892708203842
2257,PAF1,MED12L,0.19094590270394843
5029,SMARCD2,POLR2K,0.1906526352052097
13245,BAF45D,BCL7A,0.1904238869511736
3596,GTF2H1,KAT2B,0.19040226048877285
10200,CDC73,CREST,0.18961307984421932
14157,TADA2B,DPY30,0.18928381542059305
11504,SMARCD3,ARID4A,0.18912101020706676
7901,MED25,CDK7,0.18884096210602527
4383,H2AZ,SMARCD3,0.18795050631390642
10750,CDK19,GTF2E1,0.1876923697796434
2203,PAF1,MED25,0.18686074812880554
11468,SMARCD3,MED6,0.18677263073800085
10782,CDK19,EPC1,0.18674716292356433
730,TAF10,ERCC3,0.18656413555495827
19040,BCL7A,CXXC1,0.18622916781860552
11497,SMARCD3,MED15,0.18575409655771788
7898,MED25,POLR2E,0.18550371127793294
3056,MED31,KAT2B,0.18543602370865517
1717,NELFA,MED12L,0.18501598248265963
29323,EPC1,MED29,0.1845132011536659
7891,MED25,CDK13,0.18449755599911052
7192,INTS8,ATXN7L3,0.18386648519212997
1877,ERCC3,POLR2F,0.18379816879275923
19047,BCL7A,MED23,0.18368476961268396
886,TAF10,ASH2L,0.1836200085412871
10781,CDK19,CDK7,0.18301568935543275
4303,SSRP1,MED29,0.18269318641881882
5263,POLR2C,MED25,0.1826043716488933
19976,CDK8,KAT2B,0.18253634977352343
19051,BCL7A,CDK13,0.18223076946567898
14884,BAF45B,SMARCA1,0.1820695459256362
5623,INTS7,MED25,0.18172643852084938
17569,MED12L,POLR2D,0.18150440496760367
17809,NCOA3,POLR2K,0.18132333801145561
6836,MED19,KAT2B,0.1812369183511633
1123,INTS10,MED25,0.18071398780495102
30416,RBBP5,KAT2B,0.18051645454958362
16369,CCNK,POLR2K,0.18003420380239898
29876,ARID1A,KAT2B,0.17911702605659086
22672,ARID2,ATXN7L3,0.1789003998763963
5117,WDR61,POLR2F,0.1788870773663309
14026,POLR2F,ASH2L,0.1788265759499076
740,TAF10,WDR5,0.1786380369126503
11336,SETD1A,KAT2B,0.17790826697197457
6899,MED17,CDK19,0.177828785315288
2797,NCOA6,MED12L,0.17772643876466063
14001,POLR2F,SUPT7L,0.17731233150628362
16009,BAF45C,POLR2K,0.1769593161523735
9989,ERCC2,BAF53B,0.17666210376357613
2965,MED31,BCL11A,0.17648654033747344
24652,SS18,ATXN7L3,0.17638475443788781
1342,WDR82,BAF45B,0.17635428735032724
4019,BCL7B,CDK19,0.17613537773854235
14020,POLR2F,CDK9,0.17512522625650045
11404,SMARCD3,SMARCAD1,0.17477504163728463
263,TADA3,BCL11B,0.17468762210761418
15405,BCL11A,BCL7A,0.17455525007848854
15116,BCL11B,KAT2B,0.17450740203851794
10366,TADA1,ACTB,0.17412725186157563
10734,CDK19,TRRAP,0.17394069328294126
17017,MED10,MED12L,0.17361616444673372
3659,WDR5,CDK19,0.17357329747458805
26816,MED13,KAT2B,0.17310534394514135
814,TAF10,MED10,0.172892460819581
19043,BCL7A,AFF4,0.17286965948868527
10726,CDK19,ACTB,0.17254067230925518
17571,MED12L,LEO1,0.17223625768108802
7556,SMARCE1,KAT2B,0.17198285004610783
11447,SMARCD3,MED13L,0.1715293140353086
26269,MED11,POLR2K,0.17121870267098233
23929,AFF1,POLR2K,0.1711760957369493
25916,AFF4,KAT2B,0.171045839950046
790,TAF10,HUWE1,0.1708454265738143
26812,MED13,ATXN7L3,0.17072695419430003
3223,CTR9,MED29,0.1705878382199674
13492,CDK12,ATXN7L3,0.17042701390969903
11433,SMARCD3,BCL7C,0.17013359906399886
97,POLR2J,MED12L,0.17003537357797
3345,KAT5,BCL7A,0.16999168389501176
437,SMARCB1,POLR2F,0.16990007757214098
774,TAF10,BPTF,0.16954252308128617
8083,SUPT20H,MED29,0.16949180686746884
7879,MED25,GTF2A2,0.1689454269916316
14039,POLR2F,POLR2G,0.16862179890184273
2683,SUPT6H,MED29,0.1686187555964628
3483,GTF2H1,SMARCD3,0.1685482016670264
15964,BAF45C,SMARCA1,0.167642993513133
17385,MED28,BCL7A,0.16744856632365418
14752,INTS9,ATXN7L3,0.1669463982025101
11405,SMARCD3,BAF60A,0.1660924891070593
17582,MED12L,MED27,0.16598347985127035
10256,CDC73,KAT2B,0.1656553459400404
1256,INTS10,KAT2B,0.16521569378173864
891,TAF10,MAZ,0.16515079775001063
6903,MED17,SMARCD3,0.16502638668395406
19037,BCL7A,MLLT10,0.16472572172685437
8812,INTS12,ATXN7L3,0.1643682547029693
15990,BAF45C,VPS72,0.16390777332074447
24836,MLLT10,KAT2B,0.1638087330837301
28436,MED15,KAT2B,0.163697225117342
12502,SUPT3H,BAF45B,0.16368958458766172
14006,POLR2F,GTF2F2,0.16347271808338817
7842,MED25,SMARCA5,0.16338034897816844
19204,ACTB,SMARCA1,0.16275707311763915
7862,MED25,MED27,0.16270874294975055
18465,SMARCA5,BCL7A,0.16164334263847668
14131,TADA2B,TAF9B,0.16157296308710947
7877,MED25,MLLT10,0.16148112345210036
2696,SUPT6H,KAT2B,0.16075478011216643
10744,CDK19,SMARCA1,0.1601749624182067
11805,BAF60A,BCL7A,0.16002284354696886
5929,SGF29,POLR2K,0.15950154852838394
10503,CREBBP,SMARCD3,0.15931834913795806
22496,SMARCA1,KAT2B,0.15856342769861373
876,TAF10,MED24,0.15811498638431404
300,TADA3,CREST,0.15790265292258684
7824,MED25,POLR2H,0.15783269424248042
16320,CCNK,CREST,0.15710721569619587
17573,MED12L,BAF45A,0.1570222173039914
10727,CDK19,MED13L,0.15678195829114516
14860,BAF45B,KMT2A,0.15661298334084875
20156,LEO1,KAT2B,0.15543389885134987
26992,GTF2E2,ATXN7L3,0.15520179389318828
15931,BAF45C,TAF9B,0.15515018136109004
2383,SF3B3,MED25,0.15501707696975042
26274,MED11,USP22,0.15482869947382297
8803,INTS12,MED29,0.15448727567315856
16525,TAF9B,MED11,0.153823489731826
7552,SMARCE1,ATXN7L3,0.15378688593322148
17616,MED12L,MED24,0.15363337463761725
7868,MED25,MED6,0.15358864875009354
17760,NCOA3,CREST,0.15303686685682424
8452,SETD1B,ATXN7L3,0.15277737218169266
1537,SUPT4H1,MED12L,0.1525962875626948
14882,BAF45B,MED27,0.15224380043153765
16139,BAF53B,MLLT1,0.15223676879160142
59,POLR2J,CDK19,0.1517906981227116
3776,WDR5,KAT2B,0.15143672771740405
771,TAF10,GTF2A1,0.15054919151559495
