,Gene A,Gene B,Correlation
18125,KMT2A,ARID2,0.8333350664955306
7343,NELFE,AFF4,0.8333296410308506
11320,SETD1A,CDK9,0.8333268313175731
8172,ARID4B,CHD1,0.8333001413952826
4648,MED8,MED13,0.8332980969879805
11333,SETD1A,SMARCC2,0.8332856571002099
1075,INTS1,MED16,0.8332082286639819
18687,MED20,MED23,0.8332061310827187
2471,SF3B3,TAF12,0.8331934654531722
17382,MED28,SMARCA5,0.8331631025152691
7452,SMARCE1,CHD1,0.833087130460481
13460,CDK12,CXXC1,0.833078206278089
7609,CCNC,CCNT2,0.833047091258825
3156,CTR9,MED28,0.8330146688192926
9517,BAF180,MED15,0.8329851584444551
6608,MED12,MED6,0.832967758675467
7509,SMARCE1,BRD9,0.8328972694576599
12883,TAF5L,MED20,0.8328830834991229
6261,TAF6L,SUPT7L,0.8328793184303777
24077,KMT2B,MLLT10,0.8328749751751063
13456,CDK12,SS18,0.8328746094339345
17785,NCOA3,MED11,0.8328212421398318
4730,BRM,INO80B,0.8328197867520662
604,KAT2A,SMARCAD1,0.8328033062648259
7000,MED17,CDK9,0.8327986411877328
16899,BCL7C,EP300,0.8327969158094662
14503,EP400,MED20,0.8327892545723911
1606,SUPT4H1,ASH2L,0.8327715033468162
4760,BRM,EP400,0.8327362382988868
21935,ELL,INTS4,0.8327074146018133
25523,SUPT7L,AFF4,0.8326892699298492
9875,BPTF,INTS4,0.8326741061390545
16659,KAT8,KMT2D,0.8326664377360359
1950,ERCC3,VPS72,0.8326639057469473
12138,TRIM28,TADA2B,0.8326389914934273
7442,SMARCE1,SETD1A,0.8325738083846735
1023,INTS1,MED26,0.832562145667791
10198,CDC73,POLR2B,0.8325513552058461
5259,POLR2C,INTS8,0.8325412509646176
1313,WDR82,SMARCA4,0.8325170552337255
1430,WDR82,GTF2F1,0.832514840056835
23202,MED6,EPC1,0.8324816955949458
5384,POLR2C,ARID4A,0.8324654525249248
27882,SUPT5H,EPC1,0.8324332385685755
5152,WDR61,CCNH,0.8324309612949454
9778,BPTF,CREBBP,0.832426946853304
2196,PAF1,MED12,0.8323651543581457
30050,ASH2L,GTF2F1,0.8323519024231268
5022,SMARCD2,EPC1,0.8323495837684314
17969,KMT2D,GTF2E2,0.8323021172943293
25550,SUPT7L,GTF2F1,0.8322984234254028
1464,SUPT4H1,H2AZ,0.8322837083227973
7377,NELFE,SF3B5,0.8322805854116792
3542,GTF2H1,MED27,0.8322667929312767
3089,CTR9,POLR2C,0.8322125711163506
3528,GTF2H1,ELOA,0.8322069253936358
14158,TADA2B,POLR2B,0.832190452609322
9128,INO80B,MED6,0.8321329652747853
367,SMARCB1,WDR82,0.8321171260891632
2255,PAF1,MED1,0.8321082231913829
2438,SF3B3,NCOA3,0.8319920920699545
1584,SUPT4H1,KAT6A,0.8319706933427594
4531,MED8,INTS7,0.8319620594172804
5280,POLR2C,RUVBL2,0.8319500749299132
1235,INTS10,INTS4,0.831923437819026
1379,WDR82,MLLT1,0.8319016755667733
8599,MED22,GTF2A2,0.8318473576447334
2287,PAF1,UBE2A,0.8318296708087813
3122,CTR9,SETD1A,0.8318001119101245
17207,MED1,MED13L,0.8317991312210505
25341,CXXC1,SUPT7L,0.8317227267631259
3101,CTR9,SMARCE1,0.8316664593262696
16693,KAT8,KMT2B,0.8316404542280227
18282,BAF250B,SMARCA5,0.8315925791074602
5077,WDR61,MED19,0.8315546702242349
3185,CTR9,ARID2,0.8315387582740306
9162,INO80B,EPC1,0.8314761092805705
7996,SUPT20H,INTS5,0.8314388290235357
11054,SMARCC1,CDK12,0.8314156396677754
9795,BPTF,ENY2,0.8314077594166794
12725,HUWE1,ARID2,0.8313996944808166
5691,INTS7,LEO1,0.8313474906074632
4595,MED8,MED1,0.831274623486186
11051,SMARCC1,TAF5L,0.8312444342520137
10183,CDC73,MED20,0.8312167298778498
3379,KAT5,GTF2A2,0.8311263468483969
8890,CCNT2,HUWE1,0.8311226083914147
3911,ATXN7,TAF12,0.8311093799048891
9233,GTF2A1,SMARCA4,0.8310487798740319
365,SMARCB1,INTS1,0.8310287311515717
1667,NELFA,MED22,0.8309621199718696
461,SMARCB1,BAF250B,0.8309464729796133
18501,SMARCA5,SUPT7L,0.830929492151856
10540,CREBBP,KMT2A,0.8309030685790909
5908,SGF29,MED13,0.8308878009350158
3554,GTF2H1,MED21,0.8308391392928776
7671,CCNC,LEO1,0.8308347477380056
3259,KAT5,GTF2H1,0.8308271634014972
10915,RUVBL2,INTS2,0.8307917648507993
4547,MED8,MED22,0.830760401730735
976,INTS1,INTS5,0.830698629836545
8561,MED22,BAF250B,0.8306911759899901
5883,SGF29,MED26,0.8306502070427242
16328,CCNK,MED6,0.8306449612582164
16841,BCL7C,BAF250B,0.8306444992658355
26067,KAT6A,MED23,0.8306132524033857
4608,MED8,ELOA,0.830595064385258
3388,KAT5,MED13,0.8305926691130417
12878,TAF5L,NCOA3,0.8305875231645583
589,KAT2A,CCNT2,0.8305704993905516
22285,MED26,MED11,0.8305621266181998
1234,INTS10,SUPT5H,0.8305558679751335
12032,MED7,NELFCD,0.8305497343433355
21939,ELL,EP300,0.8305461643967266
20843,INTS2,AFF4,0.8305451952721686
8233,ARID4B,KMT2B,0.8305403364258105
2230,PAF1,HUWE1,0.8305076522915638
15578,MED30,NCOA3,0.8304836328849351
15250,POLR2H,GTF2E1,0.830406924747295
21016,CCNT1,SS18,0.8303967909175313
14727,INTS9,MED23,0.830387267149149
3296,KAT5,CDC73,0.8303354115577081
22293,MED26,SUPT16H,0.8303322111529476
16888,BCL7C,MED13,0.8303208889153495
1057,INTS1,MED15,0.8302788504316267
3912,ATXN7,AFF1,0.8302668621713355
5260,POLR2C,NELFE,0.8302539464249241
2676,SUPT6H,MED24,0.8302531721057838
16326,CCNK,BAF53A,0.830228507314572
11994,MED7,TRRAP,0.8302274480652663
29686,ARID4A,ASH2L,0.8302238566303775
29333,EPC1,SMARCC2,0.8301966441507562
2308,PAF1,MED13,0.8301448972187051
20308,CCNH,MED13,0.8301337271141435
17228,MED1,MED6,0.8301084707966419
3261,KAT5,ATXN7,0.8300972539728935
6611,MED12,TAF12,0.8300917823484311
3923,ATXN7,AFF4,0.8300777768036466
14516,EP400,CCNT1,0.8300308667775264
2173,PAF1,SF3B3,0.8299911334482344
23377,BRD9,MED15,0.8299447710097507
23551,GTF2E1,CDK13,0.829898696551242
1253,INTS10,SMARCC2,0.8298437485489114
22110,MED27,VPS72,0.829820890617975
9604,SMARCA4,SMARCAD1,0.829798977306061
2307,PAF1,MED23,0.8297438557341646
6276,TAF6L,MED24,0.8297128253700449
1798,NELFA,NELFB,0.8296950492744734
8514,MED22,BPTF,0.8296807867136161
3358,KAT5,POLR2B,0.8296409157283817
5644,INTS7,SMARCAD1,0.8296400187070005
10606,CREBBP,ASH2L,0.8296124504286436
20474,BAF45A,MED21,0.8295786874193846
6932,MED17,KAT8,0.8295229410214625
12765,HUWE1,ARID1A,0.829519751952195
568,KAT2A,WDR61,0.8295175974770996
22489,SMARCA1,POLR2K,0.8294902672832457
16530,TAF9B,VPS72,0.8294589889754485
3864,ATXN7,POLR2H,0.8294434622910524
27515,NELFCD,INTS4,0.8294085229806962
1240,INTS10,CDK9,0.8294044913534603
17218,MED1,POLR2B,0.8293404844786363
3292,KAT5,BAF180,0.8293049154617586
8928,CCNT2,ELOA,0.829232513870283
7348,NELFE,MED13,0.8292191957045814
11270,SETD1A,CDK8,0.8292050348433062
11866,BAF60A,ASH2L,0.8291987906574042
8567,MED22,MED13L,0.8290604901309861
5124,WDR61,POLR2H,0.8290588999390583
3699,WDR5,KMT2D,0.8290320590820753
10607,CREBBP,MED4,0.828990710529017
6263,TAF6L,AFF4,0.8289707114609027
9819,BPTF,KMT2D,0.8289418870930387
5484,DOT1L,POLR2H,0.8288855820551926
3383,KAT5,AFF4,0.8288729149771513
8582,MED22,MED27,0.8288573619969821
12919,TAF5L,GTF2A2,0.8288227183093955
12945,TAF5L,ARID1A,0.8287851467571444
8268,ARID4B,RBBP5,0.8287709716118787
25352,CXXC1,NELFCD,0.8287686538952436
12722,HUWE1,MED27,0.8287480889442702
14555,EP400,INTS4,0.8287288206245104
24452,MED14,NELFCD,0.8287004919682213
18463,SMARCA5,MED20,0.8286563715512213
21389,POLR2B,GTF2E2,0.8285927791343072
15609,MED30,BRD9,0.8285654190211097
2607,SUPT6H,KAT6B,0.8285332123979465
8174,ARID4B,CDK12,0.8285278301569022
12227,TRIM28,MED4,0.8285226452787839
9425,BAF180,BAF60A,0.8285140519425764
20866,INTS2,ASH2L,0.8285072538831093
1284,WDR82,H2AZ,0.8285045274589253
3191,CTR9,TAF12,0.8284954482570812
10864,RUVBL2,SMARCAD1,0.8284146941787099
7425,SMARCE1,ARID4B,0.8284134118659173
912,INTS1,PAF1,0.828391496410401
8544,MED22,POLR2H,0.8283907518126625
12860,TAF5L,EP400,0.8283751527846724
24815,MLLT10,INTS4,0.8283741560427103
7290,NELFE,CCNK,0.8283737338735517
26789,MED13,GTF2E2,0.8283725234353028
8072,SUPT20H,NELFCD,0.8283580846798507
2784,NCOA6,POLR2H,0.8283575967868447
27879,SUPT5H,EP300,0.8283290017475243
22289,MED26,GTF2E2,0.8282934707087833
15814,KAT6B,SUPT5H,0.8282456171872077
11983,MED7,MED20,0.8282183602355168
1217,INTS10,MLLT10,0.8280748146610667
4176,SSRP1,MED12,0.8280612851884871
1048,INTS1,MED13,0.8280012604166335
12007,MED7,UBE2A,0.8279935985081477
7448,SMARCE1,RUVBL1,0.8279825712053244
16332,CCNK,AFF1,0.8279817817827839
18165,KMT2A,ARID1A,0.8279404473580442
13833,INTS5,SUPT16H,0.8278855184540022
5904,SGF29,KAT6A,0.8278646562355072
5812,SGF29,BAF180,0.8277589591574692
5391,POLR2C,MAZ,0.8277410229528673
2210,PAF1,INO80B,0.827725367499519
19568,ELOA,MED6,0.8277173048095574
11815,BAF60A,INTS2,0.8277081517399596
28788,EP300,RBBP5,0.8276801322458914
2686,SUPT6H,ASH2L,0.8276691004259314
24617,SS18,MLLT10,0.8276383961009185
2208,PAF1,INTS12,0.8276317304651232
7450,SMARCE1,HUWE1,0.8276246172221591
8516,MED22,CDC73,0.8276219649363057
5201,WDR61,CDK7,0.8276159978240925
16720,KAT8,CDK9,0.8275941723936495
9786,BPTF,MED7,0.827585691864258
23567,GTF2E1,MED4,0.8275710288792825
24799,MLLT10,GTF2A2,0.827567109768257
7970,SUPT20H,INO80B,0.8275175515099599
11961,MED7,INTS9,0.8274840188227855
23561,GTF2E1,CDK7,0.827459242426197
13305,BAF45D,ARID1A,0.8274431096150188
13484,CDK12,ARID4A,0.8273718112942876
8013,SUPT20H,BCL7C,0.8273375694165307
8192,ARID4B,KAT8,0.827334811807619
18533,SMARCA5,SMARCC2,0.827306515424168
4809,BRM,BRD9,0.8272850165320855
8510,MED22,INO80B,0.8272815681613592
28253,MED24,SMARCC2,0.8272725890141961
13614,ENY2,TRRAP,0.8272686003947557
3770,WDR5,GTF2F1,0.8272632738122127
10212,CDC73,AFF1,0.8272376570103885
1869,ERCC3,SUPT3H,0.8271752887595561
26995,GTF2E2,MED16,0.8271556390236647
7273,NELFE,BAF45D,0.8271546426541738
20132,LEO1,NELFCD,0.8271357520218025
19563,ELOA,MED26,0.8271279067076983
20282,CCNH,MED27,0.8270630300871903
25545,SUPT7L,ARID1A,0.8270499748722835
22304,MED26,ARID4A,0.8270025291215393
9143,INO80B,AFF4,0.8269840784998064
7461,SMARCE1,INTS9,0.8269085532921094
4733,BRM,SMARCA4,0.826879195699315
9868,BPTF,MED13,0.826824220911858
12699,HUWE1,KMT2D,0.8268107956146843
2506,SF3B3,ASH2L,0.8268049601461505
531,SMARCB1,MAZ,0.8267771401484414
9812,BPTF,KAT8,0.8267751813670654
2497,SF3B3,MED15,0.8265576346049465
8237,ARID4B,MLLT10,0.826553168309977
1757,NELFA,MLLT10,0.8264797933739275
10181,CDC73,BAF250B,0.8264171883262668
10375,TADA1,INTS2,0.8264119295370205
2415,SF3B3,ENY2,0.8263907016402892
12876,TAF5L,MED28,0.8263367544477245
1974,ERCC3,USP22,0.8263018763623461
1662,NELFA,CCNC,0.8262988774282417
13103,CHD1,AFF4,0.8262413675643365
3845,ATXN7,BAF60A,0.8262260551776951
2320,PAF1,CDK9,0.8262214287309623
18701,MED20,CDK7,0.8261483645767308
3709,WDR5,POLR2D,0.8260576255953822
2752,NCOA6,BAF180,0.826056057733936
8270,ARID4B,GTF2F1,0.8260508680914278
15222,POLR2H,SMARCA5,0.8260285397352587
8576,MED22,CCNT1,0.8260238786392509
11995,MED7,INTS2,0.825994410092016
27521,NELFCD,CDK7,0.8259337455899871
23370,BRD9,VPS72,0.8258674364334607
7460,SMARCE1,EP400,0.8258035581206075
3451,GTF2H1,INTS7,0.8257928676929297
5078,WDR61,MED17,0.8257774056414343
15799,KAT6B,GTF2A2,0.8257626493847829
11688,SMARCAD1,RBBP5,0.8257292470861346
386,SMARCB1,BRM,0.8256798734687084
12673,HUWE1,BAF45D,0.8256032879094898
6771,MED19,LEO1,0.8255871280634198
11848,BAF60A,MED13,0.8255750015539028
5465,DOT1L,BAF60A,0.8255743217047571
4306,SSRP1,ASH2L,0.8255571261340743
5562,DOT1L,EPC1,0.8255343189489861
3272,KAT5,SGF29,0.8255081172789488
18150,KMT2A,VPS72,0.8254474465333593
1727,NELFA,MED13L,0.8254401120595262
27153,VPS72,SUPT16H,0.8254244909283773
23739,TAF12,EP300,0.8253218038254048
9084,INO80B,POLR2H,0.8253184721447323
7184,INTS8,ARID4A,0.8253016164847784
21593,MLLT1,SMARCC2,0.8252836452187298
3488,GTF2H1,RUVBL1,0.8252715053282171
3478,GTF2H1,CREBBP,0.8252700812822996
25354,CXXC1,SUPT5H,0.8252651959309683
13041,CHD1,INTS9,0.825220481800028
9620,SMARCA4,EP400,0.8251330979154571
13758,INTS5,TADA2B,0.8250993073837878
4527,MED8,SMARCD2,0.8250890213711874
3464,GTF2H1,SUPT20H,0.8250567227510269
26617,MED23,MED15,0.8249942824319771
18511,SMARCA5,CDK13,0.8249842250540913
15808,KAT6B,MED13,0.8249821712053345
8018,SUPT20H,NCOA3,0.8249395279684109
6285,TAF6L,ARID1A,0.8249068708831073
12561,SUPT3H,SUPT7L,0.8248576463409645
12321,RUVBL1,INTS9,0.8248442855228322
4208,SSRP1,RUVBL1,0.8248387236129912
10911,RUVBL2,LEO1,0.8248295504430363
13641,ENY2,SUPT7L,0.8248053690545251
9692,SMARCA4,NELFCD,0.8247921377357212
17972,KMT2D,NELFCD,0.8247362080859512
16847,BCL7C,MED13L,0.824680178124555
1375,WDR82,INTS2,0.8246797504983624
2620,SUPT6H,KMT2A,0.8246778914923334
8774,INTS12,MED21,0.8246404669897472
10868,RUVBL2,RUVBL1,0.8246230935738753
4802,BRM,MED27,0.8246074650637895
549,KAT2A,NELFA,0.824575225229145
2860,NCOA6,CDK9,0.8245477377749711
2819,NCOA6,MLLT1,0.8245409959933084
4664,MED8,ARID4A,0.8245030689683341
9244,GTF2A1,SMARCAD1,0.8244609705845645
23359,BRD9,GTF2A2,0.8244580506084955
9350,GTF2A1,GTF2F1,0.824440005012758
14708,INTS9,MED6,0.824434005987491
965,INTS1,BAF60A,0.8244206613128565
7081,INTS8,SMARCC1,0.8243652290828782
13242,BAF45D,SMARCA5,0.8243585586323611
2385,SF3B3,ARID4B,0.824316498116228
15615,MED30,MED14,0.8243079295756435
1452,SUPT4H1,PAF1,0.824280816618659
18168,KMT2A,RBBP5,0.8242053121962001
6546,MED12,MED7,0.82417211328649
4821,BRM,SUPT7L,0.8241472696650575
11875,BAF60A,MED16,0.824132818970042
2260,PAF1,KMT2A,0.8241256156112743
5322,POLR2C,SMARCA5,0.8241069937339655
16656,KAT8,MED28,0.8240307571313764
12046,MED7,ASH2L,0.8239851531657555
26973,GTF2E2,SUPT16H,0.8239818093527436
12014,MED7,MED21,0.8239572670176707
11781,BAF60A,INTS9,0.8239405651378939
9504,BAF180,KAT6A,0.8239265043428269
2775,NCOA6,ENY2,0.8238789384765466
1775,NELFA,INTS4,0.8238665893702674
16874,BCL7C,MED21,0.8238557836403996
21010,CCNT1,GTF2E1,0.8238449857580568
22089,MED27,BRD9,0.8238026849659164
28427,MED15,MED4,0.8237349288019272
8776,INTS12,SS18,0.8236842995414568
1671,NELFA,GTF2A1,0.8236782124303511
18119,KMT2A,MLLT1,0.8236611376837518
3281,KAT5,SMARCE1,0.8236537913662382
16871,BCL7C,TAF12,0.8236422006519043
2252,PAF1,KAT8,0.8236219717011067
8566,MED22,ACTB,0.8236043734114522
389,SMARCB1,POLR2C,0.8236028492724163
3703,WDR5,MED20,0.823602206388566
3825,ATXN7,ARID4B,0.8235789556101659
18319,BAF250B,GTF2A2,0.8235489402946558
1382,WDR82,MED27,0.8235383706587421
7527,SMARCE1,MED23,0.8235339175718953
8373,SETD1B,BCL7C,0.8234722117830338
3532,GTF2H1,CCNH,0.8234469820301971
188,TADA3,SUPT4H1,0.8233961004586702
4580,MED8,EP400,0.8233872380327462
29326,EPC1,ASH2L,0.8233752684290244
8752,INTS12,CCNH,0.8233645018037227
3836,ATXN7,CDC73,0.8233399983779196
4528,MED8,WDR61,0.8233108187070353
8020,SUPT20H,KMT2A,0.8232964541419153
8541,MED22,INTS9,0.8232930446665526
5267,POLR2C,MED22,0.823289688193571
4677,MED8,SF3B5,0.8232616184740471
18512,SMARCA5,NELFCD,0.8232507868240974
15826,KAT6B,ASH2L,0.823238194601742
8596,MED22,SS18,0.8232166742517205
8428,SETD1B,MED13,0.8230972079947403
8600,MED22,CXXC1,0.8229873495713895
4848,BRM,RBBP5,0.8229829519199031
2733,NCOA6,DMAP1,0.8229698406590148
26630,MED23,GTF2F1,0.8229512326242645
12514,SUPT3H,MED10,0.8229239175846969
27885,SUPT5H,ARID1A,0.8229134804154302
8423,SETD1B,AFF4,0.8229026006426844
9694,SMARCA4,SUPT5H,0.8228582117217395
12147,TRIM28,KAT6B,0.8228478369844832
2855,NCOA6,INTS4,0.822808241180432
3288,KAT5,INTS12,0.8227151907546744
500,SMARCB1,CXXC1,0.8226261978661749
25894,AFF4,SUPT5H,0.8226243311292678
11772,BAF60A,CHD1,0.8225805419760427
30778,GTF2F1,NELFB,0.8225696083965907
4708,BRM,WDR61,0.8225666542649988
13044,CHD1,POLR2H,0.8224997959130497
4564,MED8,SMARCAD1,0.8224569302455825
18102,KMT2A,SMARCA5,0.822448623893496
12191,TRIM28,TAF12,0.8223792917087202
22113,MED27,SUPT16H,0.8223789837373833
8766,INTS12,BAF53A,0.8223657494173863
10929,RUVBL2,BRD9,0.8223406775177037
1041,INTS1,SUPT7L,0.8223400504494885
1367,WDR82,MED13L,0.8223087360950048
5458,DOT1L,CREBBP,0.8222460907574228
7274,NELFE,CDK12,0.822204270112542
2253,PAF1,BCL7C,0.8221968394649334
3217,CTR9,MED15,0.8221900867071091
14715,INTS9,MED14,0.8221465865621429
14706,INTS9,BAF53A,0.8220813972770445
2211,PAF1,GTF2A1,0.822060644906001
15215,POLR2H,MED1,0.8220605301757039
6609,MED12,BRD9,0.8220477049232884
11076,SMARCC1,MED28,0.8220452190445318
7453,SMARCE1,BAF45D,0.8220357894447907
17984,KMT2D,ARID4A,0.8220232968513249
4541,MED8,SMARCE1,0.8219792747447788
6190,TAF6L,HUWE1,0.8219555718931968
3418,KAT5,NELFB,0.8219508918717308
15798,KAT6B,MNAT1,0.8218771005602189
12902,TAF5L,MED27,0.8218701583063628
8720,INTS12,EP400,0.8217400619767352
6644,MED12,ARID4A,0.8217282433287785
4941,SMARCD2,INTS9,0.8217018136794276
5723,INTS7,AFF4,0.8216963688645816
12366,RUVBL1,BAF53A,0.8216825460762811
8604,MED22,KAT6A,0.821673834068899
12587,SUPT3H,MED4,0.8216677240063172
27167,VPS72,MED4,0.8215992197226425
2259,PAF1,KMT2D,0.8214091681647012
8559,MED22,KMT2D,0.821394318466921
3696,WDR5,MED28,0.8213798077209714
12942,TAF5L,EPC1,0.8213652380675871
28424,MED15,ARID4A,0.8213632159328765
15570,MED30,CCNK,0.8213199558571372
388,SMARCB1,WDR61,0.8212608163761039
8762,INTS12,MED27,0.8212417261322618
16704,KAT8,KAT6A,0.8212169501446568
3312,KAT5,CHD1,0.8212118874044393
2396,SF3B3,CDC73,0.8212064305862858
10611,CREBBP,MAZ,0.8211881838549357
19573,ELOA,KMT2B,0.8211323700345442
5974,DMAP1,TAF6L,0.8211290217067059
4963,SMARCD2,MED20,0.8211279295225066
22283,MED26,AFF4,0.8210640047646148
6724,MED19,SMARCAD1,0.8209954151225823
1650,NELFA,DOT1L,0.8209916979642383
2650,SUPT6H,GTF2E1,0.8209903478908437
25349,CXXC1,GTF2E2,0.8209859713825212
11070,SMARCC1,CCNK,0.8209821128828658
4997,SMARCD2,MLLT10,0.8209808136064537
5716,INTS7,SS18,0.8209785970192897
16303,CCNK,MED20,0.8209399456780119
12039,MED7,EP300,0.820922165536951
3310,KAT5,HUWE1,0.8208619892506727
10138,CDC73,CREBBP,0.820851150775671
23215,MED6,MED16,0.8207977887522889
12356,RUVBL1,CCNT1,0.820791820912641
12750,HUWE1,VPS72,0.8207726768501311
9058,INO80B,CREBBP,0.8207572887917234
20299,CCNH,GTF2A2,0.8207369489416385
13662,ENY2,EPC1,0.8207168985774295
13600,ENY2,KMT2A,0.8206718788098045
4171,SSRP1,INTS7,0.8206231030649751
5256,POLR2C,MED12,0.8206077862589024
7503,SMARCE1,MED26,0.8205882533733803
12153,TRIM28,BCL7C,0.8205654097517976
18539,SMARCA5,POLR2G,0.820555101318234
7359,NELFE,EP300,0.8205322001909456
10914,RUVBL2,TRRAP,0.8204452846240948
5177,WDR61,MLLT10,0.8203788576295487
9428,BAF180,RUVBL1,0.8203568423315061
9891,BPTF,MAZ,0.8203527001119412
21955,ELL,MED16,0.8203397566264472
2216,PAF1,CDC73,0.8203230027768933
10153,CDC73,BAF45D,0.8203053145204273
16836,BCL7C,MED28,0.8202915070776731
10245,CDC73,ARID1A,0.8202698337533109
11769,BAF60A,SUPT3H,0.8202469824675005
2833,NCOA6,KMT2B,0.8202411031338316
12914,TAF5L,MED21,0.8202178652074676
2823,NCOA6,MED26,0.8201766906557205
8601,MED22,SUPT7L,0.8201722102063816
1167,INTS10,KAT6B,0.8201593660712533
9347,GTF2A1,MED4,0.8201165908758221
11335,SETD1A,MED16,0.8201149988355877
10224,CDC73,KAT6A,0.8200652122212622
27887,SUPT5H,MED4,0.8200186500312997
10202,CDC73,MED27,0.8199784480071404
23364,BRD9,KAT6A,0.8199692028422569
17743,NCOA3,MED20,0.8199507403077503
18288,BAF250B,ELOA,0.8199172411979847
1268,WDR82,SUPT4H1,0.8199032344777316
22133,MED27,SMARCC2,0.8198884007141211
2540,SUPT6H,WDR5,0.8198876157813527
8633,MED22,SMARCC2,0.8198454679280334
8175,ARID4B,ENY2,0.819832611747176
8797,INTS12,MED15,0.8196867817282659
5306,POLR2C,MED30,0.8196334080206159
11252,SETD1A,KAT8,0.8196075003225128
2455,SF3B3,INTS2,0.8195870531443114
12401,RUVBL1,CDK7,0.8195829733388594
11836,BAF60A,SS18,0.8195506072012023
7015,MED17,MED16,0.8195454370847606
10152,CDC73,CHD1,0.8195355005604362
24444,MED14,KAT6A,0.8195318015841795
13630,ENY2,GTF2E1,0.8195235086275436
20289,CCNH,BRD9,0.8195174964218305
20839,INTS2,GTF2A2,0.8195013531997567
12909,TAF5L,BRD9,0.8194550923377355
3574,GTF2H1,SUPT5H,0.8194375847679208
15213,POLR2H,BCL7C,0.8193951293471914
2212,PAF1,BAF180,0.8193771982387189
3124,CTR9,SMARCAD1,0.8193267471985216
525,SMARCB1,ARID1A,0.8192792948751949
10903,RUVBL2,MED20,0.8192494901595758
6536,MED12,CDC73,0.8191609286231287
2406,SF3B3,MED7,0.8191485000539819
17070,MED10,VPS72,0.8190936082215435
13268,BAF45D,MED6,0.8190699885696354
14711,INTS9,TAF12,0.8190615616722742
10216,CDC73,SS18,0.8190526200648603
9175,INO80B,MED16,0.8190147895510792
4416,H2AZ,MED28,0.8190017643124593
5296,POLR2C,INTS5,0.8189739000015094
10192,CDC73,CCNH,0.8189736128793734
23184,MED6,KAT6A,0.8189428681184417
15825,KAT6B,ARID1A,0.818904624216533
8193,ARID4B,BCL7C,0.8188745768012113
16660,KAT8,KMT2A,0.8188096753589642
11998,MED7,POLR2B,0.818808544517333
8074,SUPT20H,SUPT5H,0.8185867784310549
3356,KAT5,CCNT1,0.8185845987876107
16714,KAT8,SUPT5H,0.8185560951310583
1070,INTS1,GTF2F1,0.818548637707066
3306,KAT5,MED7,0.818501289050235
12907,TAF5L,UBE2A,0.818494471272618
1132,INTS10,BAF180,0.8184416708496101
17035,MED10,INTS2,0.8184152378839218
5178,WDR61,MNAT1,0.8183966023569308
2484,SF3B3,KAT6A,0.8183726966056902
11837,BAF60A,MLLT10,0.8183403782406964
3041,MED31,CDK7,0.8183194838011221
14199,TADA2B,EP300,0.8182996533888469
9281,GTF2A1,BAF250B,0.8182908276089278
9424,BAF180,SMARCAD1,0.8182774895699149
21406,POLR2B,ASH2L,0.8181936845274624
12774,HUWE1,USP22,0.818171880906815
12768,HUWE1,RBBP5,0.8181366686592183
15216,POLR2H,MED28,0.8181251491947976
15763,KAT6B,MED20,0.8181176352000971
3132,CTR9,CHD1,0.818100945301582
2725,NCOA6,MED8,0.818091337905548
8170,ARID4B,HUWE1,0.8179494009277669
4297,SSRP1,MED15,0.8179339719489763
22631,ARID2,TAF12,0.8179168916313917
8583,MED22,MED26,0.817908531097366
6069,DMAP1,BRD9,0.817887919295567
574,KAT2A,TAF6L,0.8178760921423932
13627,ENY2,UBE2A,0.8178512521846872
3828,ATXN7,INTS12,0.8178430034570268
20317,CCNH,MED15,0.8177605874787445
12053,MED7,SMARCC2,0.817707830831268
9960,ERCC2,RUVBL2,0.8176780624768172
9112,INO80B,CCNH,0.8176543426608196
4925,SMARCD2,BAF60A,0.8176437178783844
1659,NELFA,INTS8,0.8176136680868329
8724,INTS12,POLR2H,0.8175950058474352
27886,SUPT5H,ASH2L,0.8175890130992253
10783,CDK19,MED29,0.8175472036413758
15602,MED30,MED27,0.8175437020260282
9250,GTF2A1,HUWE1,0.8175402255707952
4294,SSRP1,SUPT5H,0.8175389142964844
2632,SUPT6H,CCNH,0.8175030637936475
7353,NELFE,SUPT16H,0.8174631357219142
3314,KAT5,CDK12,0.8174526497543919
10967,RUVBL2,MED4,0.8174132227350681
25186,GTF2A2,ASH2L,0.8173769796578706
28242,MED24,EPC1,0.8173250508794369
7351,NELFE,CDK13,0.8172828955374847
27351,CDK13,MAZ,0.8172567596901378
3514,GTF2H1,MED10,0.8172474706254613
15627,MED30,MED23,0.8172275994168768
13775,INTS5,MED1,0.8172221712765774
31314,SMARCC2,USP22,0.8172047314790668
5370,POLR2C,VPS72,0.8171991129539233
8329,SETD1B,CCNT2,0.817188594024307
2515,SF3B3,MED16,0.8171312081518657
934,INTS1,TAF6L,0.8171200479444078
5294,POLR2C,CDK12,0.8170663127055225
7445,SMARCE1,BAF60A,0.8170646579845557
9898,BPTF,NELFB,0.8170434073866181
8087,SUPT20H,MED4,0.8170214257898962
6938,MED17,NCOA3,0.8169948267200046
9414,BAF180,BPTF,0.8169867381976774
13277,BAF45D,MLLT10,0.8169542896021496
6560,MED12,EP400,0.8169276715846806
5261,POLR2C,SMARCE1,0.8169136942597779
9838,BPTF,POLR2B,0.8168951899845642
8508,MED22,INTS12,0.8168005054029783
383,SMARCB1,SSRP1,0.8167846902352712
2201,PAF1,SMARCE1,0.8167424970986474
